sur_id,title,sic,keyword,naics
442006,Alternative Healthcare Providers,,nonpharmaceuticals medication herbal homeopathic  healthcare health holistic cams preventative preventive healthcare health care,62139b
442007,Podiatrists,,podiatry feet foot care healthcare health providers ,62139a
442008,Podiatrists and Other Healthcare Practitioners,,acupuncturists audiologists Christian science practitioners dental hygienists hypnotists respitary therapists midwives naturopaths nurses nutritionists occupational therapists paramedics physical therapists physicians assistants psychiatric social workers clinical psychologists psychotherapists speech clinicians speech pathologists  healthcare health care providers,62139
442009,Physical Therapists,,PT injury recovery ,62134
442010,"Psychologists, Social Workers and Marriage Counseling",,counselors ,62133
442011,Optometrists,,optometry vision care eyes eyewear prescription eyeglasses healthcare health care providers,62132
442012,Chiropractors,,chiropractics medicine healthcare health care providers ,62131
442013,Dentists,,healthcare health care providers dentistry dental surgeons pediatric endodontists root canal specialists pathologists mouth diseases orthodontists braces teeth straightening periodontits gums prosthodontists dentures artificial teeth,62121
442014,Specialist Doctors,,medical general specialized medicines surgery anesthesiologists dermatologists gynecologists neurologists obstetricians oculists ophthalmologists orthopedics physicians pathologists pediatricians plastic surgeons urologists ambulatory surgical centers free standing emergency medical primary care outpatient psychotherapy womens health healthcare care providers,62111b
442015,General Practitioner Family Doctors,,medical general specialized medicines surgery anesthesiologists dermatologists gynecologists neurologists obstetricians oculists ophthalmologists orthopedics physicians pathologists pediatricians plastic surgeons urologists ambulatory surgical centers free standing emergency medical primary care outpatient psychotherapy womens health healthcare care providers,62111a
442016,Test Development and Educational Support Services,, educational exams preparation tutoring fine arts  short term examination preparatory student exchange programs curriculum development vocational counseling  education ceramics  Education,61171
442017,"Tutoring, Test Preparation, Driving Schools and Other Education",, educational exams preparation tutoring fine arts  short term examination preparatory student exchange programs curriculum development vocational counseling  education ceramics  Education,61169
442020,Language Instruction,, educational exams preparation tutoring fine arts  short term examination preparatory student exchange programs curriculum development vocational counseling  education ceramics  Education,61163
442019,Cigarette and Tobacco Product Manufacturing,,farming agricultural agriculture farms tobacco cigarettes cigars,31222
442021,Sports Coaching,, educational exams preparation tutoring fine arts  short term examination preparatory student exchange programs curriculum development vocational counseling  education ceramics  Education,61162
442022,Fine Arts Schools,, educational exams preparation tutoring fine arts  short term examination preparatory student exchange programs curriculum development vocational counseling  education ceramics  Education,61161
442023,Technical and Trade Schools,,academic technical courses associate degrees certificates diplomas  schools education students universities learning community vocational  Education,61151
442024,IT and Business Certification Schools,,academic technical courses associate degrees certificates diplomas  schools education students universities learning community vocational  Education,61144
442025,Professional Employer Organizations,,employee administration human resources HR benefits payroll taxes,56133
442670,Nutritional Food and Drink,,foods snacks health wellness breakfast meal replacement diet athletic sports  boost vitamins minerals ,
442026,Computer and IT Certification Schools,,academic technical courses associate degrees certificates diplomas  schools education students universities learning community vocational  Education,61142
442027,Administrative Certificate Schools,,academic technical courses associate degrees certificates diplomas  schools education students universities learning community vocational  Education,61141
442028,University Colleges,,education students campus colleges universities childcare daycare diplomas technical learning tutoring ,61131
442029,Junior Colleges,,academic technical courses associate degrees certificates diplomas  schools education students universities learning community vocational  Education,61121
442030,Private Schools,,education students campus colleges universities childcare daycare diplomas technical learning tutoring ,61111b
442031,Public Schools,,education students campus colleges universities childcare daycare diplomas technical learning tutoring ,61111a
442033,Recycling Facilities,,assembling breaking up sorting distributing auto wreckers dismantling automobiles  recycling recycles recyclable material wholesalers solid waste sanitation environmental,56292
442034,Remediation and Environmental Cleanup Services,,pollution waste facilities maintenance services facility control management  ,56291
442035,Waste Treatment and Disposal Services,,government conservation resources pollution control regulation protection prevention flood drainage development consumption coordination research abatements environmental,56221
442036,Waste Collection Services,,government conservation resources pollution control regulation protection prevention flood drainage development consumption coordination research abatements environmental,56211
442037,Trade Show and Event Planning,,"""""conventions trade shows conferences meetings associations resorts exhibit halls exhibitors speakers""""",56192
442038,Packaging and Labeling Services,,manufacturing equipment typewriters mailroom dictation paper shredders envelope stuffing  ticket counters coin wrapping  clocks stapling binding collating sorting forms handling address labeling automatic list finders embossing  office products,56191
442039,Carpet Cleaning,,Janitorial private homes multifamily residences apartments buildings housing projects schools libraries museums nursing homes hospitals government offices hotels  motels resorts churches synagogues community senior citizen centers airports bus stations railroad stations marinas commercial  businesses,56174
442040,Landscaping Services,,landscaping lawns gardens landscape sod laying mowing seeding mulching planting fertilizing spraying treating cemetery maintenance highway center strip  athletic fields golf courses turf ,56173
442041,Janitorial Services,,Janitorial private homes multifamily residences apartments buildings housing projects schools libraries museums nursing homes hospitals government offices hotels  motels resorts churches synagogues community senior citizen centers airports bus stations railroad stations marinas commercial  businesses,56172
442042,Pest Control,,disinfection pests extermination termites insects rodents  building maintenance cleaning janitorial exterminating  ,56171
442043,Security Alarm Services,,devices burglar fire alarms installation sales lease leasing monitor maintenance business support consumer,56162
442044,Security Services,,detectives guards security investigations  agencies business support services consumer ,56161
442045,Convention and Visitor Bureaus,,"""""conventions trade shows conferences meetings associations resorts exhibit halls exhibitors speakers""""",56159
442046,Tour Operators,,arranging assembling tours travel agents  travel tourism vacations independent special interest  adventure bus ecotours educational sports spiritual self discovery escorted  ,56152
442047,Travel Agencies,,airlines hotels motels car rental vacations leisure bookings agencies company online internet web  personal  reservations agents ,56151
442048,Court Reporting Services,,secretary secretaries word processing typing editing proofreading resume writing letter stenographics stenographers court reporting stenotype document preparation transcription  business support services,56149
442049,Credit Bureaus and Rating Agencies,,mercantile commercial business consumer credit rating bureaus agencies clearinghouses investigation  financials finances financing,56145
442050,Debt Collection Agencies,,collection agencies repossession services claims debt adjustments collectors ,56144
442051,Business Service Centers,,bondsperson bail bonds drafting lecture bureaus notaries public signs painting speakers water softening auctioneering auctioneers yacht brokers window trimmers playwrights business support services,56143
442052,Telemarketing and Call Centers,,retail retailing sales door to door trucks wagons  mobile dsos organizations network multilevel marketing mlm party parties doorstep distribution distributors retailers,56142
442053,Document Preparation Services,,secretary secretaries word processing typing editing proofreading resume writing letter stenographics stenographers court reporting stenotype document preparation transcription  business support services,56141
442665,Portable Toilet Rental and Septic Tank Cleaning,,toilets septic tanks,56299
442055,Office Staffing and Temp Agencies,,temporary help employees staffing placement search permanent agencies recruiting business support,56132
442056,Employment and Recruiting Agencies,,temporary help employees staffing placement search permanent agencies recruiting business support,56131
442057,Correctional Facilities,,governments municipals local confinements prisons jails public administration federal incarceration inmates prisoners,56121
442058,Human Resources and Benefits Administration,,search personnel temporary staffing placements searches training corporate  call centers  permanent business support ,56111
442059,"Credit Counselors, Surveyors and Appraisers",,debt loans credit cards surveying appraisals,54199
442060,Veterinary Services,,pets dentistry surgery animals horses bees fish fur bearing rabbits dogs cats birds veterinarians,54194
442061,Translation Services,,languages foreign translators translating business services,54193
442062,Photography,,services advertising agencies publishers business industrial stock digital imaging processing  hobbies hobby,54192
442063,Market Research,,business support services advertising marketing,54191
442064,Promotional Products and Services,,creating producing mailing direct mail promotions promotional pieces compiling selling mailing lists advertising junk mail unsolicited marketing retailers,54189
442065,Print Advertising Distribution,,creating producing mailing direct mail promotions promotional pieces compiling selling mailing lists advertising junk mail unsolicited marketing retailers,54187
442066,Direct Mail Advertising,,creating producing mailing direct mail promotions promotional pieces compiling selling mailing lists advertising junk mail unsolicited marketing retailers,54186
442067,Billboard and Outdoor Display Advertising,,manufacturing electrical mechanical cutout plat signs displays neon  billboards advertising,54185
442068,Media Representative Firms,,contract fee basis contractor newspapers magazines publications radios televisions tvs stations representatives sales  reps marketing firms media,54184
442069,Media Buying Agencies,,writing copy artwork graphics creative work periodicals newspapers radio television media contract contracted fee basis  agency,54183
442070,Public Relations Firms,,advertising marketing communications affairs,54182
442071,Advertising Agencies,,writing copy artwork graphics creative work periodicals newspapers radio television media contract contracted fee basis  agency,54181
442072,Scientific Research and Development,,Research and Development physical  contract fee basis biotechnology pharmaceuticals healthcare health care  agricultural chemical engineering physical industrial science life medical devices medicine drugs,54171
442073,"Scientific, Technical and Economic Consulting",,operating counsel private nonprofit public organizations strategic planning financial budgeting marketing information systems evaluation human resources administrative general executive process consultants business support services,54169
442074,Environmental Consulting,,operating counsel private nonprofit public organizations strategic planning financial budgeting marketing information systems evaluation human resources administrative general executive process consultants business support services,54162
442075,Management Consulting,,operating counsel private nonprofit public organizations strategic planning financial budgeting marketing information systems evaluation human resources administrative general executive process consultants business support services,54161
442076,IT Consulting,,information technology integration  services consulting  systems management development hardware maintenance support software  business,54151
442077,Fashion Design Services,,clothes designers clothing couture boutiques ,54149
442078,Graphic Design Services,,arts graphics services advertising agencies publishers business  industrial  promotional promotion ,54143
442079,Industrial Design Services,,architects design firms construction designers,54142
442080,Interior Design Services,,architects design firms construction designers,54141
442081,Laboratory Testing Services,,manufacturing baths melting point furnaces ovens components parts centrifuges industrial equipment machinery,54138
442094,"Industrial, Medical and Other Rental and Leasing",,portable toilets video recorders tools pianos party supplies airplanes business machines furniture renting ,53249
442095,Computer and Printer Leasing,,Office Machinery and Equipment renting computers data processing equipment high technology maintenance refurbishments reconfiguration oem original equipment manufacturers software distributors consultants,53242
442096,Heavy Construction Equipment Rental and Leasing,,MANUFACTURING heavy  construction building materials bulldozers cranes dredging pavers self propelled back fillers backhoes aggregate spreaders plows power shovels  elevating platforms capstans wrecker hoists forestry logging logs,53241
442097,"Tools, Equipment and Other Rental Centers",,MANUFACTURING heavy  construction building materials bulldozers cranes dredging pavers self propelled back fillers backhoes aggregate spreaders plows power shovels  elevating platforms capstans wrecker hoists forestry logging logs,53231
442098,"DVD, Game and Video Rental",,videos retailing retail dvds prerecorded rentals purchases pre-viewed used purchasing consumer electronics,53223
442099,"Formal Wear and Costume Rental	",,dating costume rental shops massage parlors scalp treatments tuxedo rentals escort services baby sitting babysitting day care daycares valet parking diet weight reducing loss clinics formal wear apparel personal care consumer,53222
442100,Consumer Electronics and Appliances Rental,,mail orders mail orders televisions TVs  mail-orders retail catalogs channels retailers,53221
442101,Rental Truck Services and Leasing,,automotives lease rentals renting trucks motor vehicles short term extended term leases,53212
442102,Rental Car Services and Leasing,,automotives autos automobiles cars renting rentals motor vehicles short term private hire  passenger leasing leased leases,53211
442103,Real Estate Asset Management and Consulting,,renting leasing buying selling managing appraising real estate agents brokers residential property managers nonresidential non residential appraisers commercial houses homes,53139
442104,Real Estate Appraisal,,renting leasing buying selling managing appraising real estate agents brokers residential property managers nonresidential non residential appraisers commercial houses homes,53132
442105,Property Management,,property managers real estate lessors residential buildings  rental property,53131
442106,Real Estate Sales and Brokerage,,reits finances  investments investing services ownership residential nonresidential property management,53121
442107,Mobile Home Site and Other Leasing,,operation real estate property manufactured homes pre-fab prefabricated trailer parks,53119
442108,Storage and Warehouse Leasing,,facilities miniwarehouses self storage units transportation shippers carriers logistics warehouses just-in-time inventory management freight logistics,53113
442109,Commercial Leasing,,property managers real estate lessors residential buildings  rental property,53112
442110,Apartment Rental,,property managers real estate lessors residential buildings  rental property,53111
442111,"Private Equity, Hedge Funds and Investment Vehicles",,money managers portfolios investing investors investments financials finances financing,52599
442112,Real Estate Investment Trusts,,reits finances financials financing investments investing services mutual funds invest trusts retail office residential specialized industrial specialized ,52593
442113,Trusts and  Estates,,Bankruptcy ,52592
442114,Open-End Investment Funds,,managing retirements health welfare funds pensions sponsors reserves managers consultants investments investing investor portfolio management third party administration insurance finances financing financials,52591
442115,Workers' Compensation and Other Insurance Funds,,Medical liability malpractice,52519
442116,Health and Welfare Funds,,managing retirements health welfare funds pensions sponsors reserves managers consultants investments investing investor portfolio management third party administration insurance finances financing financials,52512
442117,Retirement and Pension Plans,,managing retirements health welfare funds pensions sponsors reserves managers consultants investments investing investor portfolio management third party administration insurance finances financing financials,52511
442118,Insurance Claims Adjusters and Third-Party Administrators,,agencies brokerages claims adjusters third party administrators  pension funds carriers retirement planning research ,52429
442119,Insurance Brokers and Agencies,,services consultant consulting reinsurance brokerages property casualty risk assessments claims administration assets employees human securitizations actuarials  underwritings management actuarial benefits resources risk ,52421
442120,Reinsurance Carriers,, Health Medical Insurance Carriers carrier Employee Benefit Funds Reinsurance  providers services healthcare health care,52413
442121,"Property, Casualty and Direct Insurance",,services nonlife non-life commercial personal ,52412
442122,Health and Medical Insurance,," Health and Medical Insurance	Healthcare - Providers and Services	 Health Medical Insurance Carriers carrier Employee Benefit Funds Reinsurance  providers services healthcare health care",52411b
442123,Life Insurance and Annuities,,savings services pension policy retirement,52411a
442124,"Custody, Asset and Securities Services",,services security brokerages exchanges investments banking trading markets managements futures options financials assets equity equities trades stocks underwriting underwriters derivatives commodities mergers acquisitions credit nyse new york stock exchange nasdaq brokers financials finances financing,52399
442125,Financial Planning and Advice,,banks finances financials financing lending lenders loans services bankers retail retailers retailing checking accounts  trusts management fees investments loans mortgages commissions high net worth consumers credit,52393
442126,Portfolio Management,,money managers portfolios investing investors investments financials finances financing,52392
442127,Venture Capital and Principal Trading,,investment clubs finances financials financing investing commodities commodity contracts trading traders venture capital exchanges ,52391
442128,Stock and Commodity Exchanges,,Brokerages financials financing finances futures spots commodities exchanges ,52321
442129,Commodity Dealing and Brokerage,,Brokerages financials financing finances futures spots commodities exchanges ,52315
442130,Securities Brokering,,banks bankers services finances financial financing savings brokers brokerages investing investments equity equities debt underwriting mergers acquisitions bonds,52312
442131,Investment Banking and Securities Dealing,,banks bankers services finances financial financing savings brokers brokerages investing investments equity equities debt underwriting mergers acquisitions bonds,52311
442132,"Loan Administration, Check Cashing and Other Services",,checks ,52239
442133,Money Transferring,,checks transfers wires,52232
442134,Loan Brokers,,mortgage loans lending brokers mortgages agents farm personal business residential commercial retail finances financing financials,52231
442135,Real Estate Loans and Credit Lines,,reits investments investing services management development leasing rental renting  residential nonresidential ,52229
442136,"Auto Leasing, Loans and Sales Financing",,automotives autos automobiles cars renting rentals motor vehicles short term private hire  passenger leasing leased leases,52222
442137,Credit Card Issuing,,installment debt financials financing finances banks bankers lending credit cards,52221
442138,Money Market and Other Banking,,funds openended open ended mutual funds money managers investors investments investing money markets companies finances financing financials,52219
442139,Credit Unions,,banks banking bankers financials financing finances thrifts loans lending lenders deposits   cooperative institutions  federal memberships nonprofit,52213
442140,Savings Banks and Thrifts,,finances financials financing GSEs government lending lenders loans mortgages sponsored enterprises ,52212
442141,Commercial Banking,,banks finances financials financing lending lenders loans services bankers retail retailers retailing checking accounts  trusts management fees investments loans mortgages commissions high net worth consumers credit,52211
442142,Data Processing and Hosting Services,,on-site on site operation computers data processing facilities contract fee basis  storage retrieval system diagnostics maintenance network management,51421
442143,Search Engines,,on-line online contract fee basis primary electronic data distribution search engines technology internet web,51419b
442144,Internet Service Providers,,online web address databases designs services portals search on-line  computers isps interactive registration developing marketing online interactive4 address registration construction internet design providers ,51419a
442145,News Syndicates,,periodicals  printing printers publishers publishing daily nondaily non-daily news papers serials,51411
442146,Radar and Satellite Operations,,instrument manufacturing radar sonar countermeasures missile controls flight sensors transmitters gyroscopes pitch industrial equipment machinery & accessories,51339
442147,Satellite Telecommunications Providers,,telecomms  telecommunications services wireless diversified networks cellulars mobiles pdas personal handhelds telephones phones portables communications telecom lines carrier carriers telephone calls calling broadband long-distance converged devices  smart  mobiles prepaid television TVs digital telephony handsets telecomms   telecoms,51334
442148,Telecommunications Resellers,,paging cellular  wireless telecomms  telecommunications resellers two-way telephone services beeping pagers leasing optical fiber lines microwave satellite  reselling communications equipment services,51333
442149,Wireless Telecommunications Carriers,,telecomms  telecommunications services wireless diversified networks cellulars mobiles pdas personal handhelds telephones phones portables communications telecom lines carrier carriers telephone calls calling broadband long-distance converged devices  smart  mobiles prepaid television TVs digital telephony handsets telecomms   telecoms,51332
442150,Wired Telecommunications Carriers,,telecomms  telecommunications services wireless diversified networks cellulars mobiles pdas personal handhelds telephones phones portables communications telecom lines carrier carriers telephone calls calling broadband long-distance converged devices  smart  mobiles prepaid television TVs digital telephony handsets telecomms   telecoms,51331b
442151,Voice Over Internet Protocol Providers (VoIP),,online web address databases designs services portals search on-line  computers isps interactive registration developing marketing online interactive4 address registration construction internet design providers ,51331a
442152,"Cable, Internet and Telephone Providers",,online web address databases designs services portals search on-line  computers isps interactive registration developing marketing online interactive4 address registration construction internet design providers ,51322
442153,Cable Networks,,dissemination visual textual television programs subscription fee basis cable casting taped distribution networks  direct broadcast satellites dbs video on demand pay per view broadcasting cable,51321
442154,Television Broadcasting,," Television Broadcasting	Broadcasting and Cable	visual programs televisions tv stations public networks commercial religious educational taped programming digital transmission ",51312
442155,Textile Mills,, Textile Mills,31310
442156,"Yarn, Fiber and Thread Mills",,,31311
442157,Broad Woven Fabric Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging,31321
442158,Narrow Fabric Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging,31322
442159,Non-Woven Fabric Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging,31323
442160,Knit Fabric Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging,31324
442161,Textile and Fabric Finishing Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging,31331
442162,Fabric Coating Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging,31332
442163,Carpet and Rug Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging carpets rugs,31411
442164,Curtain and Linen Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging curtains linens,31412
442165,Textile Bag and Canvas Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging sails tarps laundry,31491
442166,All Other Textile Product Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging diapers seat belts seat covers ropes,31499
442167,Hosiery and Sock Mills,,sheer stockings  mills knitting dyeing finishing  anklets leg warmers socks slippers tights apparel clothing,31511
442169,Apparel Knitting Mills,,clothing accessories luxury goods footwear textile shoes retailing retail,31519
442170,Cut and Sew Apparel Contractors,,apparel  manufacturing shirts pants washable services ,31521
442171,Men\'s and Boys\' Apparel Manufacturing,,apparel  manufacturing shirts pants washable services ,31522
442172,Women\'s and Girls\' Apparel Manufacturing,, Women's and Girls' Apparel Manufacturing,31523
442174,"Costume, Uniform, Infant and Other Apparel Manufacturing",,bands furs team uniforms,31529
442175,Clothing Accessories Manufacturing,,belts hats gloves mittens suspenders caps,31599
442176,Leather Tanning and Finishing,,hide  currying skins tanners finishers production process,31611
442177,Footwear Manufacturing,,shoes childrens boys girls mens womens boots sandals casual sports sneakers dress athletic,31621
442178,Leather Goods and Luggage Manufacturing,,manufacturing saddlery harnesses whips embossed leathers strops belting belts desks accessories pets collars horses equestrian aprons leggings sleeves apparel clothing,31699
442179,Sawmills and Wood Production,,sawing  stock resawing lumber millwork woods products manufacturing flooring logs bolts cants fllitches softwoods milling lath railroad ties wood chips snow fence forestry logging,32111
442180,Wood Paneling Manufacturing,,buildings materials dealers woods wholesalers plywoods mill-work doors windows construction materials,32121
442181,Millwork,,manufacturing fabricated woods millworks metals plastics planning mills construction logging sawmills plywoods forestry,32191
442182,Wood Pallets and Skids Production,,containers pallets manufacturing skids metal lumber  forestry,32192
442183,Prefabricated Home Manufacturing,,buildings contracting construction residential  houses apartments estates homes developments prefabs semi-fixed semi fixed developing developers  contractors   materials equipment homes prefabricated manufactured,32199a
442184,Miscellaneous Wood Products Manufacturing,,containers pallets manufacturing rattan reed splint straw veneer strips wicker willow ship masts dowels rowboat oars clipboards tool handles seat covers toothpicks washboards paint stirring sticks ladders forestry,32199b
442185,Wood Pulp Mills,,manufacturing wood pulp wastepaper fiber pulps  board paperboard,32211
442187,Radio Broadcasting,,broadcasting radios commercial religious educational transmission broadcasters programs public networks am fm satellite internet low power digital,51311
442188,"Conference, Meeting and Seminar Audio Recording",,conferences meetings seminars,51229
442189,Audio Production Studios,,retail leisure hobbies pre recorded prerecorded pre packaged prepackaged digital bricks mortar shops stores online tapes records clubs direct selling specialty retailer chains nonmusic specialists mass merchants discount stores bookstores electronic internet online cds dvds  retailers,51224
442190,Music Publishing,,retail leisure hobbies pre recorded prerecorded pre packaged prepackaged digital bricks mortar shops stores online tapes records clubs direct selling specialty retailer chains nonmusic specialists mass merchants discount stores bookstores electronic internet online cds dvds  retailers,51223
442191,Major Label Music Production,,retail leisure hobbies pre recorded prerecorded pre packaged prepackaged digital bricks mortar shops stores online tapes records clubs direct selling specialty retailer chains nonmusic specialists mass merchants discount stores bookstores electronic internet online cds dvds  retailers,51222
442192,Independent Label Music Production,,retail leisure hobbies pre recorded prerecorded pre packaged prepackaged digital bricks mortar shops stores online tapes records clubs direct selling specialty retailer chains nonmusic specialists mass merchants discount stores bookstores electronic internet online cds dvds  retailers,51221
442193,Video Postproduction Services,,distribution rental sale theatrical nontheatrical motion pictures films videotapes disks wholesaling wholesaler  ,51219
442194,Movie Theaters,,movies film theatres theaters exhibitors operators box office cinemas,51213
442195,Movie and Video Distribution,,distribution rental sale theatrical nontheatrical motion pictures films videotapes disks wholesaling wholesaler  ,51212
442196,Television Production,,media entertainment television  tvs terrestrial cables satellites broadcasters digital analog programming  analogue,51211b
442197,Movie and Video Production,,distribution rental sale theatrical nontheatrical motion pictures films videotapes disks wholesaling wholesaler  ,51211a
442198,Software Publishing,,databases olaps  intelligence computers  applications enterprise technical entertainment commercial consumer  systems ,51121
442199,Greeting Cards and Other Publishing,,calendars catalogs  postcards yearbooks,51119
442200,Database and Directory Publishing,,creating producing mailing direct mail promotions promotional pieces compiling selling mailing lists advertising junk mail unsolicited marketing retailers,51114
442201,Book Publishing,,publishing publishers printers books pamphlets adult juvenile professional scholarly elementary high school textbooks texts paperbacks clubs religious college  electronic cd-rom cds internet on-demand printing,51113
442202,Magazine and Periodical Publishing,,books periodicals serials magazines newspapers  hard electronic printing printers publishers texts  textbooks,51112
442203,Newspaper Publishing,,periodicals  printing printers publishers publishing daily nondaily non-daily news papers serials,51111
442204,Specialized Storage and Warehousing,,warehouses household goods automobiles dead furs textiles oil chemicals lumber whiskey foreign trade zones refrigerated facilities  business support services consumer,49319
442205,Farm Product Storage and Warehousing,,non-perishables nonperishables grains farms farming storage warehouses agriculture agricultural,49313
442206,Refrigerated Public Storage and Warehousing,,warehouses perishable goods refrigeration renting lockers rentals foods households processing preparing packaging foods pharmaceuticals drugs chemicals medicines medical scientific sciences business support services,49312
442207,Public Storage and Warehousing,,facilities miniwarehouses self storage units transportation shippers carriers logistics warehouses just-in-time inventory management freight logistics,49311
442208,Couriers and Local Delivery Services,,taxis trucks airplanes trains ships barges pipelines warehouse warehouses freight shipping couriers courier delivery trucking,49222
442209,Postal Service,,mail delivery package delivery postmaster postage public administration letters,49111
442210,Freight Packing and Logistics Services,,shipping agents freight cargo forwarders intermodel shipments logistics,48899
442211,Freight Forwarding Brokerages and Agencies,,shipping agents freight cargo forwarders intermodel shipments logistics,48851
442212,"Toll Road, Weighing and Maintenance Services",,inspection weighing goods vehicles toll roads highway bridges boat cargo tunnels stations truck water road turnpikes trucking carriers commercial truckers intermodal surface,48849
442213,Automobile Towing,,Oil Change lubes  Lubrication Motor Vehicles Towing Automotives Repairs  Maintenance automobiles cars autos emissions inspections diagnostics tinting  do-it-yourself do it yourself parts,48841
442214,Dry Docks and Cargo Inspection Services,,freight transfer loading unloading logistics ports harbors,48839
442215,Tugboat and Shipping Navigational Services,,coastal great lakes inland water navigational services marine harbors  coastal ocean routes waterways  docking ocean vessels undocking shifting floating equipment  maritime,48833
442216,Stevedoring and Marine Cargo Handling,,freight transfer loading unloading logistics ports harbors,48832
442217,Port and Harbor Operations,,lighterage boating chartering vessels canal operation ship cleaning steamship leasing port harbor operations navigational  boat livery cargo salvaging dismantling dry docking surveying marine registering  repair salvage scarp safety inspections,48831
442218,Rail Maintenance Services,,railroads trucks freight transportation passengers railways trains trucking cargo passenger logistics  transport  intermodel,48821
442219,"Aircraft Maintenance, Repair and Overhaul",,air traffic control airport operations transportation terminals handling air freight aviation service aircraft passengers airfreight ,48819
442220,Airport Operations,,air traffic control airport operations transportation terminals handling air freight aviation service aircraft passengers airfreight ,48811
442221,Water and Charter Fishing Sightseeing,,lighterage boating chartering vessels canal operation ship cleaning steamship leasing port harbor operations navigational  boat livery cargo salvaging dismantling dry docking surveying marine registering  repair salvage scarp safety inspections,48721
442222,Bus and  Rail Sightseeing,,ambulances limousines aerials tramways cable cars sightseeing buses vanpools hearses  scenic sightseeing  school special needs ground passenger transportation,48711
442223,Natural Gas Liquids Pipeline Transportation,,energy power generation fuels petroleums heating liquefied methane pipelines utilities utility local distribution companies LDCs LDC onshore offshore drilling  regulated investor-owned regulation downstream midstream upstream distributing distributor,48699
442224,Refined Petroleum Pipeline Transportation,,pipeline transportation gasolines fuels oils  transmission refining kerosene distillate residual lubricants transport transportation,48691
442225,Gas Pipeline Transportation,,energy power generation fuels petroleums heating liquefied methane pipelines utilities utility local distribution companies LDCs LDC onshore offshore drilling  regulated investor-owned regulation downstream midstream upstream distributing distributor,48621
442226,Oil Pipeline Transportation,,"pipelines transportation oils crudes petroleum, commodities  energy",48611
442227,Shuttle and Special Needs Transportation,,sightseeing tours airport shuttle service motor coach motorcoach transportation,48599
442228,Charter Bus Services,,sightseeing tours airport shuttle service motor coach motorcoach transportation,48551
442229,Public School Bus Services,,schools pupils students bus transportation,48541
442230,Taxi and Limousine Services,,taxis service passenger transportation  cab limos ,48533
442231,Scheduled Bus Services,,motorcoach motor coach   Transportations passengers ,48521
442232,Public Transportation,,transportation  terminals passengers  bus trains buses ground ,48511
442233,"Tank Truck, Refrigeration and Other Long-Distance Trucking",,distribution cargo freight  logistics trade agents computers electrical autos food beverages drinks tobacco other ,48423
442234,"Dump Truck, Food and Beverage and Other Local Trucking",,general freight household office goods moving furniture moving,48422
442235,Moving Services,,automotives  over the road storage carriers freight general  long-distance  long distance truckload specialized transportation moving specialized  logistics,48421
442236,Long-Distance Freight Trucking,,distribution cargo freight  logistics trade agents computers electrical autos food beverages drinks tobacco other ,48412
442237,Local Freight Trucking,,distribution cargo freight  logistics trade agents computers electrical autos food beverages drinks tobacco other ,48411
442238,Paper Mills,,manufacturing wood pulp wastepaper fiber pulps  board paperboard,32212
442239,Cardboard Mills,,cutting papers paperboards manufacturing cardboards  surface coated  chip boards bottle caps tops cutouts cards papers egg cartons egg case fillers filing folders index cards library cards,32213
442240,Cardboard Box and Container Manufacturing,,cutting papers paperboards manufacturing cardboards  surface coated  chip boards bottle caps tops cutouts cards papers egg cartons egg case fillers filing folders index cards library cards,32221
442241,Coated and Laminated Paper Manufacturing,,manufacturing wood pulp wastepaper fiber pulps  board paperboard,32222
442242,Office Stationery Manufacturing,,manufacturing checkbooks ruling papers  albums ruled chart graph record albums printing printers,32223
442243,Sanitary Paper Product Manufacturing,,household sanitary papers newsprints writing recovered printing newspapers recycled papers ,32229a
442244,"Labels, Egg Cartons and Other Paper Product Manufacturing",,cutting papers paperboards manufacturing cardboards  surface coated  chip boards bottle caps tops cutouts cards papers egg cartons egg case fillers filing folders index cards library cards,32229b
442245,Printing,,printers publishers publishing  services  media newspapers books magazines other periodicals serials end users general,32311
442246,Printing Support Services,,Typesetting rebinding lithographic plates embossing,32312
442247,Petroleum Refining,,producing gasolines kerosene distill fuels oils residual lubricants crudes cracking  natural gases gas petroleum refineries distillation fractionating towers heating  diesels waxes heavy power stations shift furnaces asphalts bitumen,32411
442248,Asphalt Manufacturing,,Wholesalers Building Material wholesaling distribution distributing distributed bricks stones cements limes sands gravels asphalts concretes  construction,32412
442249,Lubricating Oil and Grease Products Manufacturing,,blending compounding re-refining  purchased minerals animals and vegetables materials synthetics  canola soybean  manufacturing automotive industrial greases crankcase transmissions axles machines steam turbines semisolid fluid lubricants ,32419
